"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2016","66.255","66.280","66.381","66.130","","-0.18%"
"04/01/2016","66.366","66.355","66.502","66.265","","0.17%"
"04/04/2016","66.106","66.305","66.383","66.024","","-0.39%"
"04/05/2016","66.422","66.112","66.558","66.075","","0.48%"
"04/06/2016","66.517","66.420","66.745","66.375","","0.14%"
"04/07/2016","66.757","66.517","66.826","66.417","","0.36%"
"04/08/2016","66.551","66.757","66.788","66.475","","-0.31%"
"04/11/2016","66.287","66.555","66.603","66.280","","-0.40%"
"04/12/2016","66.283","66.301","66.559","66.272","","-0.01%"
"04/13/2016","66.496","66.277","66.680","66.271","","0.32%"
"04/14/2016","66.597","66.506","66.718","66.479","","0.15%"
"04/15/2016","66.661","66.597","66.680","66.469","","0.10%"
"04/18/2016","66.417","66.661","66.717","66.415","","-0.37%"
"04/19/2016","66.150","66.417","66.503","66.129","","-0.40%"
"04/20/2016","66.166","66.137","66.352","66.090","","0.02%"
"04/21/2016","66.489","66.165","66.528","66.160","","0.49%"
"04/22/2016","66.660","66.502","66.731","66.457","","0.26%"
"04/25/2016","66.685","66.660","66.760","66.590","","0.04%"
"04/26/2016","66.404","66.693","66.848","66.397","","-0.42%"
"04/27/2016","66.362","66.407","66.612","66.344","","-0.06%"
"04/28/2016","66.401","66.391","66.561","66.337","","0.06%"
"04/29/2016","66.425","66.395","66.565","66.285","","0.04%"
"05/02/2016","66.346","66.426","66.465","66.315","","-0.12%"
"05/03/2016","66.558","66.343","66.582","66.230","","0.32%"
"05/04/2016","66.627","66.579","66.689","66.495","","0.10%"
"05/05/2016","66.558","66.627","66.675","66.454","","-0.10%"
"05/06/2016","66.600","66.568","66.715","66.480","","0.06%"
"05/09/2016","66.752","66.602","66.800","66.390","","0.23%"
"05/10/2016","66.631","66.752","66.786","66.542","","-0.18%"
"05/11/2016","66.561","66.631","66.857","66.520","","-0.11%"
"05/12/2016","66.757","66.561","66.781","66.520","","0.29%"
"05/13/2016","66.855","66.758","66.925","66.715","","0.15%"
"05/16/2016","66.844","66.925","66.952","66.725","","-0.02%"
"05/17/2016","66.825","66.845","66.901","66.670","","-0.03%"
"05/18/2016","67.140","66.824","67.169","66.824","","0.47%"
"05/19/2016","67.436","67.143","67.610","67.117","","0.44%"
"05/20/2016","67.408","67.436","67.540","67.315","","-0.04%"
"05/23/2016","67.409","67.431","67.590","67.247","","0.00%"
"05/24/2016","67.630","67.429","67.780","67.417","","0.33%"
"05/25/2016","67.273","67.630","67.712","67.223","","-0.53%"
"05/26/2016","66.927","67.300","67.415","66.903","","-0.51%"
"05/27/2016","67.031","66.942","67.130","66.875","","0.16%"
"05/30/2016","67.171","67.040","67.375","67.032","","0.21%"
"05/31/2016","67.209","67.170","67.333","67.104","","0.06%"
"06/01/2016","67.434","67.207","67.519","67.115","","0.33%"
"06/02/2016","67.268","67.485","67.510","67.210","","-0.25%"
"06/03/2016","67.000","67.285","67.373","67.000","","-0.40%"
"06/06/2016","66.790","66.887","67.050","66.789","","-0.31%"
"06/07/2016","66.658","66.809","66.965","66.635","","-0.20%"
"06/08/2016","66.500","66.658","66.821","66.451","","-0.24%"
"06/09/2016","66.753","66.491","66.794","66.473","","0.38%"
"06/10/2016","66.952","66.783","67.010","66.717","","0.30%"
"06/13/2016","67.187","66.960","67.220","66.915","","0.35%"
"06/14/2016","67.292","67.188","67.396","67.061","","0.16%"
"06/15/2016","67.079","67.292","67.353","67.000","","-0.32%"
"06/16/2016","67.315","67.079","67.454","67.077","","0.35%"
"06/17/2016","67.074","67.318","67.318","67.038","","-0.36%"
"06/20/2016","67.551","67.074","67.708","67.073","","0.71%"
"06/21/2016","67.624","67.497","67.755","67.348","","0.11%"
"06/22/2016","67.449","67.640","67.678","67.342","","-0.26%"
"06/23/2016","67.279","67.442","67.503","67.200","","-0.25%"
"06/24/2016","67.885","67.278","68.237","67.247","","0.90%"
"06/27/2016","67.914","67.889","68.090","67.792","","0.04%"
"06/28/2016","67.715","67.898","67.990","67.672","","-0.29%"
"06/29/2016","67.422","67.715","67.864","67.380","","-0.43%"
"06/30/2016","67.504","67.394","67.735","67.394","","0.12%"
"07/01/2016","67.190","67.509","67.527","67.151","","-0.47%"
"07/04/2016","67.265","67.190","67.313","67.133","","0.11%"
"07/05/2016","67.434","67.255","67.540","67.244","","0.25%"
"07/06/2016","67.411","67.438","67.585","67.379","","-0.03%"
"07/07/2016","67.495","67.404","67.543","67.310","","0.12%"
"07/08/2016","67.139","67.495","67.530","67.088","","-0.53%"
"07/11/2016","67.138","67.139","67.340","67.030","","0.00%"
"07/12/2016","66.975","67.157","67.213","66.975","","-0.24%"
"07/13/2016","67.016","67.060","67.218","66.935","","0.06%"
"07/14/2016","66.843","67.006","67.049","66.802","","-0.26%"
"07/15/2016","67.141","66.843","67.176","66.843","","0.45%"
"07/18/2016","67.137","67.096","67.235","67.029","","-0.01%"
"07/19/2016","67.204","67.137","67.253","67.082","","0.10%"
"07/20/2016","67.164","67.188","67.274","67.115","","-0.06%"
"07/21/2016","67.153","67.174","67.283","67.101","","-0.02%"
"07/22/2016","67.154","67.163","67.231","67.056","","0.00%"
"07/25/2016","67.412","67.149","67.500","67.085","","0.38%"
"07/26/2016","67.321","67.415","67.438","67.248","","-0.13%"
"07/27/2016","67.072","67.294","67.379","67.042","","-0.37%"
"07/28/2016","67.014","67.058","67.115","66.940","","-0.09%"
"07/29/2016","66.655","67.018","67.093","66.625","","-0.54%"
"08/01/2016","66.765","66.720","66.816","66.664","","0.17%"
"08/02/2016","66.682","66.768","66.805","66.580","","-0.12%"
"08/03/2016","66.767","66.687","67.010","66.682","","0.13%"
"08/04/2016","66.840","66.782","67.005","66.740","","0.11%"
"08/05/2016","66.842","66.843","66.901","66.710","","0.00%"
"08/08/2016","66.810","66.840","66.880","66.691","","-0.05%"
"08/09/2016","66.774","66.816","66.980","66.738","","-0.05%"
"08/10/2016","66.765","66.772","66.808","66.600","","-0.01%"
"08/11/2016","66.750","66.765","66.915","66.738","","-0.02%"
"08/12/2016","66.908","66.750","66.926","66.738","","0.24%"
"08/15/2016","66.853","66.910","66.965","66.813","","-0.08%"
"08/16/2016","66.870","66.865","66.953","66.689","","0.03%"
"08/17/2016","66.893","66.857","67.010","66.843","","0.03%"
"08/18/2016","66.830","66.904","66.920","66.731","","-0.09%"
"08/19/2016","67.137","66.822","67.205","66.822","","0.46%"
"08/22/2016","67.202","67.139","67.370","67.090","","0.10%"
"08/23/2016","67.122","67.194","67.211","67.033","","-0.12%"
"08/24/2016","67.167","67.111","67.253","67.045","","0.07%"
"08/25/2016","67.016","67.167","67.167","66.995","","-0.22%"
"08/26/2016","67.137","67.014","67.161","66.831","","0.18%"
"08/29/2016","67.113","67.137","67.233","67.070","","-0.04%"
"08/30/2016","67.145","67.096","67.155","66.958","","0.05%"
"08/31/2016","66.973","67.148","67.155","66.920","","-0.26%"
"09/01/2016","66.801","66.962","67.095","66.758","","-0.26%"
"09/02/2016","66.795","66.802","66.860","66.585","","-0.01%"
"09/05/2016","66.470","66.610","66.625","66.413","","-0.49%"
"09/06/2016","66.280","66.535","66.565","66.273","","-0.29%"
"09/07/2016","66.478","66.365","66.506","66.315","","0.30%"
"09/08/2016","66.631","66.478","66.676","66.365","","0.23%"
"09/09/2016","66.895","66.638","66.895","66.440","","0.40%"
"09/12/2016","66.738","66.890","66.992","66.727","","-0.23%"
"09/13/2016","67.140","66.738","67.148","66.732","","0.60%"
"09/14/2016","66.798","67.131","67.132","66.786","","-0.51%"
"09/15/2016","66.860","66.798","67.080","66.767","","0.09%"
"09/16/2016","67.075","66.863","67.120","66.775","","0.32%"
"09/19/2016","66.980","67.076","67.080","66.864","","-0.14%"
"09/20/2016","66.985","66.980","67.065","66.915","","0.01%"
"09/21/2016","66.744","66.988","67.140","66.738","","-0.36%"
"09/22/2016","66.633","66.762","66.903","66.535","","-0.17%"
"09/23/2016","66.707","66.635","66.750","66.589","","0.11%"
"09/26/2016","66.613","66.707","66.805","66.558","","-0.14%"
"09/27/2016","66.425","66.614","66.697","66.420","","-0.28%"
"09/28/2016","66.349","66.465","66.548","66.346","","-0.11%"
"09/29/2016","66.812","66.346","66.950","66.328","","0.70%"
"09/30/2016","66.556","66.802","66.873","66.525","","-0.38%"
