"Date","Price","Open","High","Low","Vol.","Change %"
"25-01-2026","108.90","108.65","109.10","108.60","0.00K","-0.09%"
"18-01-2026","109.00","109.10","109.95","109.00","0.10K","0.14%"
"11-01-2026","108.85","107.10","110.50","107.10","0.10K","1.44%"
"04-01-2026","107.30","106.35","107.50","106.35","0.52K","0.70%"
"28-12-2025","106.55","107.95","107.95","106.55","0.23K","-2.29%"
"21-12-2025","109.05","108.25","109.05","108.25","","0.60%"
"14-12-2025","108.40","108.60","108.60","108.30","0.01K","-0.09%"
"07-12-2025","108.50","110.50","110.50","106.40","0.03K","-1.59%"
"30-11-2025","110.25","108.75","110.50","107.25","0.35K","-0.77%"
"23-11-2025","111.10","111.15","111.15","111.00","0.01K","0.18%"
"16-11-2025","110.90","111.00","111.50","110.90","0.04K","0.27%"
"09-11-2025","110.60","109.00","111.00","108.40","0.31K","0.14%"
"02-11-2025","110.45","109.40","111.00","109.40","0.31K","6.05%"
"26-10-2025","104.15","104.25","104.25","103.90","","0.05%"
"19-10-2025","104.10","104.00","104.20","103.70","0.01K","0.63%"
"12-10-2025","103.45","104.40","105.85","103.80","0.02K","-1.05%"
"05-10-2025","104.55","104.75","104.80","104.50","0.02K","-0.43%"
"28-09-2025","105.00","110.00","110.00","104.85","0.18K","1.20%"
"21-09-2025","103.75","103.90","103.90","103.60","0.01K","0.39%"
"14-09-2025","103.35","101.50","103.35","101.50","0.02K","2.63%"
"07-09-2025","100.70","105.80","105.80","100.70","0.03K","-6.37%"
"31-08-2025","107.55","109.90","109.90","106.50","0.31K","-3.54%"
"24-08-2025","111.50","111.30","111.55","111.30","0.01K","0.18%"
"17-08-2025","111.30","111.00","111.50","110.60","","0.41%"
"10-08-2025","110.85","112.25","112.25","110.85","0.01K","-2.08%"
"03-08-2025","113.20","114.95","114.95","113.20","0.01K","-1.48%"
"27-07-2025","114.90","115.50","116.00","114.90","0.09K","4.26%"
"20-07-2025","110.20","109.85","110.40","109.85","0.05K","-0.18%"
"13-07-2025","110.40","111.10","111.10","110.00","0.02K","-1.43%"
"06-07-2025","112.00","109.50","112.00","109.00","0.03K","1.86%"
"29-06-2025","109.95","107.00","112.50","107.00","0.07K","3.24%"
"22-06-2025","106.50","107.25","107.25","106.35","","-0.09%"
"15-06-2025","106.60","106.00","107.00","105.75","0.22K","1.28%"
"08-06-2025","105.25","105.00","107.95","104.25","0.05K","0.38%"
"01-06-2025","104.85","105.50","108.00","104.00","0.14K","4.02%"
"25-05-2025","100.80","100.40","100.90","100.40","","0.40%"
"18-05-2025","100.40","99.25","100.55","99.00","0.11K","1.41%"
"11-05-2025","99.00","99.75","101.00","99.00","0.03K","0.10%"
"04-05-2025","98.90","98.50","101.00","98.50","0.17K","0.92%"
"27-04-2025","98.00","95.25","98.40","95.25","0.12K","4.53%"
"20-04-2025","93.75","95.05","95.05","93.25","0.02K","-1.37%"
"13-04-2025","95.05","95.50","95.50","94.25","0.03K","0.21%"
"06-04-2025","94.85","94.00","98.50","94.00","0.24K","-2.22%"
"30-03-2025","97.00","103.50","105.00","96.40","0.12K","0.47%"
"23-03-2025","96.55","96.90","96.90","96.40","","-0.46%"
"16-03-2025","97.00","98.75","98.75","96.85","0.01K","-3.72%"
"09-03-2025","100.75","105.00","105.00","100.75","0.07K","-2.42%"
"02-03-2025","103.25","99.00","103.85","99.00","0.14K","1.18%"
"23-02-2025","102.05","102.25","102.40","102.00","","0.05%"
"16-02-2025","102.00","102.00","103.50","100.85","0.00K","-0.73%"
"09-02-2025","102.75","105.65","105.65","102.75","0.01K","-4.20%"
"02-02-2025","107.25","114.50","116.00","107.25","0.17K","-7.14%"
"26-01-2025","115.50","114.55","115.50","114.55","","-0.73%"
"19-01-2025","116.35","115.50","118.50","115.50","0.04K","-0.77%"
"12-01-2025","117.25","114.50","115.50","114.00","0.12K","3.30%"
"05-01-2025","113.50","122.00","122.00","118.50","0.25K","-8.10%"
"29-12-2024","123.50","124.00","126.50","123.00","0.08K","-2.56%"
"22-12-2024","126.75","126.75","126.75","126.75","","-0.51%"
"15-12-2024","127.40","128.00","128.05","128.00","0.07K","-2.56%"
"08-12-2024","130.75","133.75","133.75","130.75","","-1.88%"
"01-12-2024","133.25","136.00","136.05","133.00","0.05K","-5.83%"
"24-11-2024","141.50","141.00","141.50","140.70","","0.18%"
"17-11-2024","141.25","141.75","141.75","141.25","","-0.35%"
"10-11-2024","141.75","142.25","142.25","141.50","","-1.12%"
"03-11-2024","143.35","143.90","143.90","141.10","","-0.42%"
"27-10-2024","143.95","143.75","144.15","143.75","0.24K","-0.66%"
"20-10-2024","144.90","145.60","145.60","144.70","","-0.34%"
"13-10-2024","145.40","148.20","148.20","145.40","0.02K","-0.89%"
"06-10-2024","146.70","147.00","148.50","147.00","0.12K","-1.01%"
"29-09-2024","148.20","149.00","149.00","142.10","0.16K","6.05%"
"22-09-2024","139.75","139.50","139.75","139.50","0.00K","0.18%"
"15-09-2024","139.50","139.00","140.00","139.00","0.01K","1.16%"
"08-09-2024","137.90","139.50","139.50","139.50","0.02K","-2.54%"
"01-09-2024","141.50","142.00","142.00","141.35","0.09K","-3.21%"
"25-08-2024","146.20","145.70","146.20","145.00","","0.69%"
"18-08-2024","145.20","148.25","148.25","148.25","0.01K","-1.06%"
"11-08-2024","146.75","150.00","150.00","150.00","0.01K","0.51%"
"04-08-2024","146.00","143.70","146.00","143.70","0.04K","1.32%"
"28-07-2024","144.10","139.50","144.00","139.50","0.06K","6.90%"
"21-07-2024","134.80","135.00","135.00","134.70","0.01K","-0.22%"
"14-07-2024","135.10","134.85","134.85","134.85","0.05K","0.93%"
"07-07-2024","133.85","135.00","135.25","133.00","0.05K","-1.40%"
"30-06-2024","135.75","132.10","132.10","132.10","0.13K","1.72%"
"23-06-2024","133.45","132.95","132.95","132.95","","1.06%"
"16-06-2024","132.05","133.90","133.90","133.90","","-0.83%"
"09-06-2024","133.15","131.85","131.85","131.85","0.01K","1.29%"
"02-06-2024","131.45","139.00","140.75","131.00","0.17K","-7.69%"
"26-05-2024","142.40","142.80","142.80","142.80","","-0.28%"
"19-05-2024","142.80","142.05","142.05","142.05","0.01K","0.92%"
"12-05-2024","141.50","141.50","141.50","141.50","","-2.01%"
"05-05-2024","144.40","145.30","145.30","145.30","0.13K","-0.52%"
"28-04-2024","145.15","136.75","151.65","136.75","0.08K","11.87%"
"21-04-2024","129.75","129.50","129.50","129.50","","-0.65%"
"14-04-2024","130.60","130.00","130.00","129.60","0.06K","1.04%"
"07-04-2024","129.25","127.00","127.00","127.00","0.15K","0.12%"
"31-03-2024","129.10","132.00","132.00","132.00","0.08K","0.00%"
"24-03-2024","129.10","128.95","128.95","128.95","","1.10%"
"17-03-2024","127.70","129.75","129.75","129.75","0.03K","-2.52%"
"10-03-2024","131.00","134.00","134.00","132.75","0.05K","-2.53%"
"03-03-2024","134.40","137.50","137.50","137.10","0.09K","1.82%"
"25-02-2024","132.00","127.50","131.00","127.50","0.23K","10.55%"
"18-02-2024","119.40","115.00","115.00","115.00","0.00K","0.13%"
"11-02-2024","119.25","120.00","120.00","120.00","","-1.12%"
"04-02-2024","120.60","120.00","120.00","120.00","0.02K","3.30%"
"28-01-2024","116.75","116.00","118.00","116.00","0.19K","-8.14%"
"21-01-2024","127.10","127.45","127.45","118.25","0.04K","-0.70%"
"14-01-2024","128.00","129.00","129.00","129.00","0.02K","-2.18%"
"07-01-2024","130.85","131.50","134.50","131.50","0.29K","-0.53%"
"31-12-2023","131.55","132.00","132.00","131.90","0.20K","-10.14%"
"24-12-2023","146.40","145.50","145.50","145.50","","0.62%"
"17-12-2023","145.50","144.75","144.75","144.75","0.02K","0.17%"
"10-12-2023","145.25","145.00","146.00","145.00","0.03K","-3.81%"
"03-12-2023","151.00","135.00","135.00","135.00","0.05K","13.11%"
"26-11-2023","133.50","128.00","129.00","128.00","0.59K","9.43%"
"19-11-2023","122.00","122.50","128.00","122.50","","-1.01%"
"12-11-2023","123.25","122.00","122.00","122.00","","0.00%"
"05-11-2023","123.25","123.00","123.00","122.50","0.35K","0.61%"
"29-10-2023","122.50","123.50","123.50","117.45","0.17K","-9.39%"
"22-10-2023","135.20","138.35","138.35","138.35","0.03K","-2.03%"
"15-10-2023","138.00","139.50","139.50","139.50","0.02K","-4.07%"
"08-10-2023","143.85","141.50","141.50","141.50","0.08K","3.86%"
"01-10-2023","138.50","155.00","155.00","140.00","0.15K","-13.49%"
"24-09-2023","160.10","160.00","160.00","157.00","","0.06%"
"17-09-2023","160.00","160.75","160.75","160.75","0.01K","-0.31%"
"10-09-2023","160.50","160.50","160.50","160.50","0.29K","2.72%"
"03-09-2023","156.25","156.55","156.55","156.55","","0.00%"
"27-08-2023","156.25","158.50","158.50","156.00","0.22K","4.59%"
"20-08-2023","149.40","149.25","149.25","149.25","0.00K","-0.07%"
"13-08-2023","149.50","146.50","146.50","146.50","","3.82%"
"06-08-2023","144.00","141.10","141.10","141.10","0.08K","5.11%"
"30-07-2023","137.00","135.00","136.00","134.00","0.12K","1.90%"
"23-07-2023","134.45","133.10","139.00","133.10","0.01K","1.09%"
"16-07-2023","133.00","131.00","131.00","131.00","0.03K","1.03%"
"09-07-2023","131.65","133.70","133.70","133.70","0.05K","-4.60%"
"02-07-2023","138.00","145.00","145.00","140.00","0.21K","7.77%"
"25-06-2023","128.05","125.50","125.50","125.50","","2.03%"
"18-06-2023","125.50","128.35","128.35","128.35","0.03K","-2.30%"
"11-06-2023","128.45","134.00","134.00","134.00","0.09K","-5.34%"
"04-06-2023","135.70","137.75","137.75","137.75","0.04K","3.59%"
"28-05-2023","131.00","138.00","138.00","138.00","0.04K","-18.13%"
"21-05-2023","160.00","160.35","160.35","160.35","0.00K","-1.39%"
"14-05-2023","162.25","163.75","163.75","163.75","0.07K","-1.61%"
"07-05-2023","164.90","166.50","166.50","166.50","0.11K","-2.80%"
"30-04-2023","169.65","178.20","178.20","178.20","0.08K","-10.57%"
"23-04-2023","189.70","190.00","190.00","190.00","","-0.34%"
"16-04-2023","190.35","187.00","187.00","187.00","0.01K","1.25%"
"09-04-2023","188.00","193.75","193.75","193.75","0.03K","-2.97%"
"02-04-2023","193.75","197.00","198.00","197.00","0.05K","9.31%"
"26-03-2023","177.25","176.25","176.25","176.25","","1.08%"
"19-03-2023","175.35","173.00","173.00","173.00","0.01K","1.36%"
"12-03-2023","173.00","180.00","180.00","175.00","0.05K","-6.61%"
"05-03-2023","185.25","182.00","182.00","180.00","0.01K","-1.93%"
"26-02-2023","188.90","195.00","197.00","187.15","0.26K","-9.70%"
"19-02-2023","209.20","209.00","209.00","209.00","0.04K","-0.07%"
"12-02-2023","209.35","214.00","214.00","214.00","0.04K","-7.41%"
"05-02-2023","226.10","235.00","265.00","218.00","0.11K","-4.19%"
"29-01-2023","236.00","266.00","266.00","245.00","0.10K","-34.10%"
"22-01-2023","358.10","360.00","360.00","265.00","0.03K","2.04%"
